#{"t_start": 1670715097.7112644, "env_id": "LunarLander-v2"}
r,l,t
142.308292,1000,5173.881697
47.511245,278,5175.79905
115.720176,1000,5185.287052
251.813363,341,5187.438719
239.160145,382,5190.097391
219.589121,337,5192.214664
-2.263472,326,5194.490393
106.313402,1000,5204.213721
161.677226,1000,5210.67782
-39.905424,330,5216.156974
245.614939,335,5218.499873
33.119758,100,5219.168434
247.168033,339,5221.262375
242.033825,355,5223.713457
260.130017,512,5227.131759
-18.914966,232,5228.76341
30.320207,241,5233.740537
222.443522,409,5236.550982
228.938962,327,5239.453959
114.882466,1000,5261.819951
-21.785018,203,5271.016224
249.149816,298,5273.060299
44.785552,248,5274.579276
235.768755,314,5276.470824
21.165472,317,5278.5112
-18.778219,241,5280.193092
62.302051,201,5281.608995
249.282354,221,5283.090023
32.371015,221,5287.761523
233.120179,889,5293.711162
33.779849,222,5295.195941
228.479379,393,5298.010684
281.898236,301,5299.802528
-6.639711,225,5304.227939
216.54337,397,5307.248524
251.827287,340,5309.611745
-6.444852,129,5310.450962
-32.067729,361,5312.670279
221.728309,331,5315.116511
241.934811,354,5317.436363
11.187276,317,5322.214677
-8.844379,224,5326.881419
2.950074,189,5331.893715
238.337967,312,5340.031189
181.753472,397,5350.081871
220.42077,287,5357.469021
5.052447,287,5364.961395
247.310237,323,5385.391582
36.597477,308,5393.392389
219.627434,528,5407.169075
31.929075,229,5412.96664
-0.635783,116,5415.862725
243.367719,382,5425.727642
268.149362,269,5432.709162
274.626863,302,5452.642433
240.381205,356,5461.949322
225.341014,302,5469.788131
-56.78972,359,5478.902484
240.432277,250,5485.260774
23.661854,207,5490.643432
229.477786,352,5511.771702
232.422582,613,5527.635251
246.949894,320,5535.93581
252.755832,321,5543.983245
261.271355,269,5550.782019
221.791938,344,5559.371367
293.256812,263,5577.953124
240.598885,352,5580.684176
259.140058,371,5588.500464
232.537033,496,5592.896401
214.542256,811,5607.20903
85.047101,1000,5620.425612
33.939712,251,5621.913223
21.346326,279,5623.92798
245.130188,317,5626.253386
226.712983,359,5631.615523
143.756316,1000,5638.757025
209.41645,454,5641.830554
208.465262,303,5644.020458
118.981345,1000,5653.818384
231.083906,345,5656.29548
213.272808,295,5658.262372
247.816326,338,5660.652521
259.893162,301,5666.083316
263.484839,293,5668.432209
232.940746,317,5670.442383
